Gene	log2FoldChange (<0 higher in 4, >0 higher in 15)	Padj 4 v 15	log2FoldChange (<0 higher in 15, >0 higher in 20)	Padj 15 v 20	log2FoldChange (<0 higher in 4, >0 higher in 20)	Padj 4 v 20	Gene Name	Pathway
sps_RS10830	1.36355	0.00206	-1.64127	0.00167	-0.27772	0.63783	hypothetical protein	Function Unknown
sps_RS10835	-0.70772	0.06277	0.62257	0.42963	-0.08515	0.86985	DNA-binding response regulator	Signal Transduction
sps_RS10840	-0.19371	0.73776	-0.58067	0.68267	-0.77439	0.10898	GHKL domain-containing protein	Signal Transduction
sps_RS10845	-0.84700	0.14529	0.15720	0.98934	-0.68980	0.25421	AcrB/AcrD/AcrF family protein	Function Unknown
sps_RS10850	-0.49171	0.22571	0.27862	0.92486	-0.21309	0.65134	efflux RND transporter periplasmic adaptor subunit	Cell wall/membrane/envelop biogenesis
sps_RS10855	-0.28237	0.77022	0.50954	0.94223	0.22717	0.82339	N-acetyltransferase	Function Unknown
sps_RS10860	0.26105	0.62209	0.57796	0.62778	0.83902	0.05514	DUF2955 domain-containing protein	Function Unknown
sps_RS10865	0.75756	0.17289	0.22552	0.97607	0.98308	0.06375	HlyD family secretion protein	Function Unknown
sps_RS10870	-0.27804	0.57353	0.08268	0.98934	-0.19536	0.71669	LysR family transcriptional regulator	Transcription
sps_RS10875	-0.70116	0.44271	-0.56552	0.99000	-1.26668	0.14501	hypothetical protein	NA
sps_RS10880	-1.32515	0.01063	0.35303	0.95220	-0.97212	0.06809	methyl-accepting chemotaxis protein	Function Unknown
sps_RS10885	0.20486	0.67289	0.40193	0.78771	0.60678	0.13576	NYN domain-containing protein	Function Unknown
sps_RS10890	0.64442	0.05385	0.31905	0.81801	0.96347	0.00228	M1 family peptidase	Amino Acid metabolis and transport
sps_RS10895	-0.14869	0.73272	0.17332	0.97101	0.02462	0.96212	collagenase	Function Unknown
sps_RS10900	-0.13638	0.80969	0.07194	0.99009	-0.06444	0.92001	phosphate-binding protein	Inorganic ion transport and metabolism
sps_RS10905	-0.47230	0.12211	0.15525	0.96631	-0.31704	0.33329	two-component system sensor histidine kinase PhoR	Signal Transduction
sps_RS10910	0.78448	0.04945	-0.18463	0.97172	0.59985	0.15164	phosphate regulon transcriptional regulatory protein PhoB	Signal Transduction
sps_RS10915	-0.24048	0.65973	0.21342	0.97146	-0.02706	0.96753	porin	Cell wall/membrane/envelop biogenesis
sps_RS10920	0.28951	0.72905	0.55330	0.88280	0.84281	0.23954	recombination-associated protein RdgC	Replication and repair
sps_RS10925	1.42031	0.00000	-0.13082	0.96113	1.28949	0.00000	PDZ domain-containing protein	Function Unknown
sps_RS10930	-0.17510	0.79080	-0.15119	0.98934	-0.32629	0.61117	hypothetical protein	Function Unknown
sps_RS10935	0.02090	0.98109	-0.10619	0.98934	-0.08529	0.91532	deoxycytidylate deaminase	Signal Transduction
sps_RS10940	1.18014	0.00016	-0.50497	0.51425	0.67517	0.04425	LOG family protein	Function Unknown
sps_RS10945	0.13418	0.67373	0.17915	0.93316	0.31333	0.26598	flap endonuclease Xni	Replication and repair
sps_RS10950	-0.00266	0.99657	0.26538	0.96631	0.26271	0.65493	DUF3192 domain-containing protein	Function Unknown
sps_RS10955	-1.06084	0.15614	-0.49600	0.99000	-1.55684	0.03314	hypothetical protein	NA
sps_RS10960	-0.79491	0.15179	0.24133	0.97183	-0.55358	0.35074	KR domain-containing protein	Function Unknown
sps_RS10965	-0.04951	0.96680	0.40492	0.96631	0.35541	0.72227	antibiotic biosynthesis monooxygenase	Function Unknown
sps_RS10970	-0.98545	0.10138	0.96948	0.43071	-0.01597	0.98418	isoprenylcysteine carboxylmethyltransferase family protein	Post-translational modification, protein turnover, chaperone functions
sps_RS10975	-0.79249	0.18071	0.97323	0.36604	0.18073	0.80748	MarC family protein	Intracellular trafficking and secretion
sps_RS10980	0.57759	0.09529	0.15798	0.97172	0.73557	0.02703	S9 family peptidase	Amino Acid metabolis and transport
sps_RS27360	3.58329	0.00000	0.80517	0.33989	4.38846	0.00000	CesD/SycD/LcrH family type III secretion system chaperone	Function Unknown
sps_RS10990	0.17512	0.72329	-0.17779	0.97183	-0.00267	0.99729	23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM	Function Unknown
sps_RS10995	-0.00398	0.99671	0.05487	0.99271	0.05089	0.96357	DUF423 domain-containing protein	Function Unknown
sps_RS11000	0.90002	0.10521	-0.96758	0.35324	-0.06756	0.93322	dienelactone hydrolase	Function Unknown
sps_RS11005	1.01697	0.00248	-0.99512	0.03081	0.02185	0.96816	transcriptional regulator GcvA	Transcription
sps_RS11010	1.60625	0.01348	-0.21099	0.98934	1.39526	0.03486	hypothetical protein	NA
sps_RS11015	0.98079	0.00413	0.28018	0.90478	1.26097	0.00014	tRNA 4-thiouridine(8) synthase ThiI	Coenzyme metabolism
sps_RS11020	0.48652	0.45473	-0.21522	0.98569	0.27131	0.71483	flagellar motor protein MotB	Cell motility
sps_RS11025	0.48591	0.29309	-0.73017	0.40615	-0.24426	0.65309	flagellar motor protein PomA	Cell motility
sps_RS11030	0.97923	0.08928	-0.62451	0.74997	0.35473	0.61012	exodeoxyribonuclease VII small subunit	Replication and repair
sps_RS11035	-0.13281	0.85152	0.38095	0.93316	0.24814	0.72829	(2E,6E)-farnesyl diphosphate synthase	Coenzyme metabolism
sps_RS11040	0.39796	0.44605	-0.15903	0.98934	0.23893	0.68106	1-deoxy-D-xylulose-5-phosphate synthase	Coenzyme metabolism
sps_RS27365	2.67932	0.00000	0.72401	0.43071	3.40333	0.00000	hypothetical protein	Function Unknown
sps_RS11050	0.53181	0.48096	0.06871	0.99271	0.60052	0.42398	NAD(+) kinase	Carbohydrate metabolism and transport
sps_RS11055	-0.72041	0.28313	-0.05318	0.99271	-0.77360	0.24735	hypothetical protein	Cell wall/membrane/envelop biogenesis
sps_RS11060	0.24458	0.71430	-0.40923	0.91174	-0.16465	0.81739	GTP-binding protein	Function Unknown
sps_RS11065	0.58238	0.09588	-0.72784	0.17655	-0.14546	0.74369	endonuclease/exonuclease/phosphatase family protein	Function Unknown
sps_RS11070	-1.66233	0.00180	0.63603	0.74997	-1.02630	0.06677	SulP family inorganic anion transporter	Inorganic ion transport and metabolism
sps_RS11075	-1.08646	0.37549	0.82879	0.99000	-0.25767	0.86451	hypothetical protein	NA
sps_RS11080	0.36948	0.55703	-0.72846	0.61482	-0.35899	0.58182	hypothetical protein	Transcription
sps_RS11085	-0.92757	0.12699	0.01285	0.99000	-0.91473	0.13629	hypothetical protein	NA
sps_RS11090	-0.04778	0.94970	-0.00094	0.99890	-0.04872	0.95102	transposase	Function Unknown
sps_RS11095	-0.35127	0.55888	0.03471	0.99271	-0.31656	0.61428	hypothetical protein	NA
sps_RS11100	0.00531	0.99425	0.04892	0.99271	0.05422	0.93732	hypothetical protein	Cell wall/membrane/envelop biogenesis
sps_RS11105	0.70014	0.21634	-0.32730	0.95670	0.37284	0.56213	NADH:ubiquinone reductase (Na(+)-transporting) subunit F	Energy production and conversion
sps_RS11110	0.26331	0.74552	-0.68015	0.99000	-0.41684	0.61111	NADH:ubiquinone reductase (Na(+)-transporting) subunit E	Energy production and conversion
sps_RS11115	-0.39739	0.57870	-0.53836	0.87216	-0.93575	0.14309	NADH:ubiquinone reductase (Na(+)-transporting) subunit D	Energy production and conversion
sps_RS11120	1.10982	0.04045	-1.48458	0.04868	-0.37476	0.59575	Na(+)-translocating NADH-quinone reductase subunit C	Energy production and conversion
sps_RS11125	0.14941	0.88738	-0.50669	0.94623	-0.35728	0.72829	NADH:ubiquinone reductase (Na(+)-transporting) subunit B	Energy production and conversion
sps_RS11130	0.02602	0.97382	0.09487	0.98934	0.12089	0.86814	Na(+)-translocating NADH-quinone reductase subunit A	Energy production and conversion
sps_RS11135	0.60054	0.10102	0.10161	0.98934	0.70215	0.04876	DUF599 domain-containing protein	Function Unknown
sps_RS27385	1.59625	0.00507	0.46703	0.88508	2.06328	0.00016	hypothetical protein	Function Unknown
sps_RS27395	2.86285	0.00000	0.59465	0.78206	3.45750	0.00000	type III secretion chaperone SycN	Function Unknown
sps_RS11150	-0.05259	0.94764	0.23446	0.98353	0.18187	0.81255	PKD domain-containing protein	Function Unknown
sps_RS11155	-0.15135	0.87952	0.12869	0.99000	-0.02266	0.98355	hypothetical protein	Post-translational modification, protein turnover, chaperone functions
sps_RS11160	-0.03357	0.96782	0.19341	0.98934	0.15984	0.82384	FAD:protein FMN transferase	Coenzyme metabolism
sps_RS11165	0.14740	0.83814	0.26408	0.97172	0.41148	0.53590	DUF3570 domain-containing protein	Function Unknown
sps_RS11170	-0.77751	0.62338	0.72434	0.99000	-0.05317	0.97773	DUF4266 domain-containing protein	Function Unknown
sps_RS11175	-1.00881	0.29261	-0.50625	0.99000	-1.51506	0.11120	TlpA family protein disulfide reductase	Post-translational modification, protein turnover, chaperone functions
sps_RS11180	-0.07764	0.93350	0.11341	0.99009	0.03577	0.97144	hypothetical protein	Intracellular trafficking and secretion
sps_RS11185	0.45798	0.54422	0.22637	0.99000	0.68434	0.33737	hypothetical protein	Function Unknown
sps_RS11190	-0.14630	0.90787	0.46513	0.99000	0.31883	0.79935	pilus assembly protein	Function Unknown
sps_RS11195	0.22746	0.78729	-0.49049	0.99000	-0.26303	0.77348	tetratricopeptide repeat protein	Function Unknown
sps_RS11200	0.16787	0.82737	-0.03009	0.99000	0.13778	0.86985	type II secretion system F family protein	Intracellular trafficking and secretion
sps_RS11205	0.30497	0.67293	0.40935	0.99000	0.71432	0.25875	hypothetical protein	Intracellular trafficking and secretion
sps_RS11210	0.34763	0.60369	-0.00387	0.99706	0.34376	0.61666	CpaF family protein	Intracellular trafficking and secretion
sps_RS11215	0.08961	0.89168	0.51254	0.78324	0.60215	0.25924	hypothetical protein	Intracellular trafficking and secretion
sps_RS11220	0.34127	0.60595	0.56299	0.78612	0.90426	0.10573	hypothetical protein	Cell motility
sps_RS11225	-0.13841	0.79005	0.30775	0.91985	0.16935	0.75098	secretin	Intracellular trafficking and secretion
sps_RS11230	-0.00652	0.99430	0.21017	0.99000	0.20364	0.80631	Flp pilus assembly protein CpaB	Intracellular trafficking and secretion
sps_RS11235	0.33896	0.85289	-1.84703	0.99000	-1.50807	0.39618	Flp family type IVb pilin	Intracellular trafficking and secretion
sps_RS11240	-1.20518	0.01355	1.16159	0.11463	-0.04359	0.95166	hypothetical protein	Function Unknown
sps_RS11245	-0.01980	0.98036	0.36800	0.93048	0.34820	0.57474	hypothetical protein	NA
sps_RS11250	0.69091	0.07620	0.72916	0.26913	1.42007	0.00005	glucose/galactose MFS transporter	Carbohydrate metabolism and transport
sps_RS11255	0.93928	0.12381	0.15033	0.98934	1.08961	0.06643	DUF2461 domain-containing protein	Function Unknown
sps_RS11260	0.55378	0.21082	0.11214	0.98934	0.66592	0.12042	hypothetical protein	Post-translational modification, protein turnover, chaperone functions
sps_RS11265	0.61177	0.15119	0.07163	0.99009	0.68340	0.10221	glutathione S-transferase	Post-translational modification, protein turnover, chaperone functions
sps_RS11270	0.85749	0.08575	0.37266	0.91174	1.23015	0.00915	ASCH domain-containing protein	Function Unknown
sps_RS27405	3.28509	0.00000	0.43906	0.81801	3.72415	0.00000	YopN family type III secretion system gatekeeper subunit	Function Unknown
sps_RS11280	-0.55445	0.31770	-0.02852	0.99271	-0.58297	0.29781	hypothetical protein	Function Unknown
sps_RS11285	-0.88964	0.68019	0.99874	0.99000	0.10911	0.96640	DUF3955 domain-containing protein	NA
sps_RS11290	-0.87697	0.93599	2.13732	0.99000	1.26035	0.91332	hypothetical protein	NA
sps_RS11295	-0.00748	0.99036	0.01944	0.99271	0.01195	0.98418	RsmB/NOP family class I SAM-dependent RNA methyltransferase	Translation
sps_RS11300	-0.78611	0.17336	0.13631	0.98934	-0.64980	0.27812	acetoacetate decarboxylase	Function Unknown
sps_RS11305	-0.47805	0.22010	-0.35560	0.81801	-0.83365	0.02048	diguanylate cyclase	Signal Transduction
sps_RS11310	0.05457	0.88735	-0.02413	0.99271	0.03043	0.94097	hypothetical protein	Function Unknown
sps_RS11315	-0.29487	0.83437	-0.75799	0.93737	-1.05286	0.40640	glutathione peroxidase	Post-translational modification, protein turnover, chaperone functions
sps_RS11320	-0.52775	0.25387	0.44596	0.78503	-0.08179	0.89328	collagenase	Cell cycle control and mitosis
sps_RS11325	0.52942	0.44819	-0.67056	0.76187	-0.14114	0.86948	hypothetical protein	Function Unknown
sps_RS11330	0.79405	0.12796	-0.40273	0.89840	0.39133	0.50540	glycogen synthase	Carbohydrate metabolism and transport
sps_RS11335	0.87207	0.10663	-0.15566	0.98934	0.71641	0.20163	glucose-1-phosphate adenylyltransferase	Carbohydrate metabolism and transport
sps_RS11340	0.72691	0.14816	0.05658	0.99271	0.78349	0.11418	glycogen/starch/alpha-glucan phosphorylase	Carbohydrate metabolism and transport
sps_RS11345	1.14343	0.01036	-0.18247	0.98441	0.96095	0.03541	glycogen debranching enzyme GlgX	Carbohydrate metabolism and transport
sps_RS11350	1.06848	0.02724	-0.42018	0.87538	0.64829	0.21689	1,4-alpha-glucan branching protein GlgB	Carbohydrate metabolism and transport
sps_RS11355	1.06381	0.00359	-0.43533	0.73417	0.62848	0.11120	4-alpha-glucanotransferase	Carbohydrate metabolism and transport
sps_RS11360	-0.64216	0.28469	0.27119	0.97101	-0.37097	0.57817	porin	Cell wall/membrane/envelop biogenesis
sps_RS11365	-0.66529	0.08575	0.19053	0.96824	-0.47475	0.24661	methyl-accepting chemotaxis protein	Function Unknown
sps_RS11370	0.61052	0.31978	-0.12481	0.98934	0.48571	0.44961	L-threonine dehydrogenase	Energy production and conversion
sps_RS11375	-1.27229	0.00584	0.21422	0.98339	-1.05807	0.02414	sodium:proton antiporter	Inorganic ion transport and metabolism
sps_RS11380	0.62342	0.21963	0.36116	0.91174	0.98458	0.03637	multidrug efflux RND transporter permease subunit	Function Unknown
sps_RS11385	0.60787	0.22852	0.40930	0.87088	1.01717	0.02849	efflux RND transporter periplasmic adaptor subunit	Function Unknown
sps_RS11390	1.85434	0.00172	-1.99845	0.00608	-0.14411	0.86922	cytoplasmic protein	NA
sps_RS11395	1.03507	0.03038	-0.73185	0.51434	0.30322	0.61611	hypothetical protein	Function Unknown
sps_RS11400	0.05319	0.94148	0.52715	0.80431	0.58034	0.32466	phosphate ABC transporter substrate-binding protein	Inorganic ion transport and metabolism
sps_RS11405	-1.40981	0.00099	0.33210	0.93159	-1.07771	0.01446	BCCT transporter	Inorganic ion transport and metabolism
sps_RS11410	-0.40799	0.64764	-0.72885	0.99000	-1.13685	0.15693	acyl-CoA thioesterase	Lipid metabolism
sps_RS11415	-1.46599	0.00496	0.46403	0.88280	-1.00196	0.06615	alkaline phosphatase	Inorganic ion transport and metabolism
sps_RS11420	-0.67622	0.25926	0.21650	0.98464	-0.45972	0.47461	alkaline phosphatase	Inorganic ion transport and metabolism
sps_RS11425	0.16007	0.80527	0.00940	0.99627	0.16948	0.80343	hypothetical protein	Function Unknown
sps_RS11430	0.40046	0.46157	0.54669	0.72651	0.94715	0.04577	low-specificity L-threonine aldolase	Amino Acid metabolis and transport
sps_RS11435	0.44062	0.43310	0.81196	0.41131	1.25258	0.00779	trimeric intracellular cation channel family protein	Function Unknown
sps_RS11440	0.88898	0.19491	0.84180	0.63531	1.73077	0.00522	mechanosensitive ion channel protein	Cell wall/membrane/envelop biogenesis
sps_RS11445	0.39200	0.65000	-0.72250	0.78761	-0.33050	0.71772	OmpA family protein	Cell wall/membrane/envelop biogenesis
sps_RS11450	-1.73532	0.10174	-0.02462	0.99482	-1.75994	0.09747	hypothetical protein	Function Unknown
sps_RS11455	-1.08241	0.00097	-0.00860	0.99482	-1.09100	0.00090	LysR family transcriptional regulator	Transcription
sps_RS11460	1.15692	0.00087	0.04698	0.99271	1.20390	0.00048	DUF4136 domain-containing protein	Function Unknown
sps_RS11465	-0.72454	0.39430	-0.87322	0.73753	-1.59776	0.03550	hypothetical protein	NA
sps_RS11470	1.07536	0.06173	-0.78117	0.61047	0.29419	0.68947	translation initiation factor	Translation
sps_RS11475	0.79029	0.00651	-0.17135	0.96542	0.61894	0.03969	YqgE/AlgH family protein	Transcription
sps_RS11480	1.00095	0.01353	-0.03465	0.99271	0.96630	0.01776	Holliday junction resolvase RuvX	Replication and repair
sps_RS27665	0.99523	0.02967	1.16799	0.05675	2.16322	0.00000	NAD(P)/FAD-dependent oxidoreductase	Function Unknown
sps_RS11490	1.90450	0.00000	-0.23490	0.94155	1.66960	0.00000	type IV pili twitching motility protein PilT	Cell motility
sps_RS11495	2.00966	0.00000	-0.11518	0.98934	1.89448	0.00000	type IV pili twitching motility protein PilT	Cell motility
sps_RS11500	1.54087	0.00000	-0.72235	0.22325	0.81851	0.02303	YggS family pyridoxal phosphate-dependent enzyme	Function Unknown
sps_RS09050	2.44519	0.00000	-0.04357	0.99271	2.40162	0.00001	biopolymer transporter ExbD	Inorganic ion transport and metabolism
sps_RS11510	1.98780	0.00711	-0.04783	0.99271	1.93996	0.00889	YggT family protein	Function Unknown
sps_RS11515	1.49820	0.00445	-1.08926	0.23238	0.40894	0.52906	DUF4426 domain-containing protein	Function Unknown
sps_RS11520	0.95556	0.03629	0.50471	0.74997	1.46027	0.00067	non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family	Nucleotide metabolism and transport
sps_RS11525	1.06866	0.06671	-0.54261	0.82904	0.52605	0.42663	YggW family oxidoreductase	Coenzyme metabolism
sps_RS11530	0.07884	0.84843	0.59516	0.29613	0.67400	0.03365	DUF885 domain-containing protein	Function Unknown
sps_RS11535	-0.47650	0.21379	-0.21139	0.95920	-0.68789	0.05589	LysR family transcriptional regulator	Transcription
sps_RS11540	-3.11463	0.00000	0.43518	0.82002	-2.67944	0.00000	DUF2884 domain-containing protein	Function Unknown
sps_RS11545	-0.05692	0.89557	0.09575	0.98934	0.03882	0.93384	glutaminase	Amino Acid metabolis and transport
sps_RS11550	-0.06529	0.95694	-0.13260	0.99009	-0.19789	0.86935	DUF469 domain-containing protein	Function Unknown
sps_RS11555	-0.07502	0.87292	0.39147	0.76187	0.31645	0.43945	tRNA (guanosine(46)-N7)-methyltransferase TrmB	Function Unknown
sps_RS11560	-0.69362	0.17825	-0.35420	0.93252	-1.04782	0.03268	adenine DNA glycosylase	Replication and repair
sps_RS11565	-1.07279	0.15737	1.42929	0.99000	0.35649	0.68597	oxidative damage protection protein	Inorganic ion transport and metabolism
sps_RS11570	0.11518	0.89779	-1.21867	0.37767	-1.10349	0.13037	YceI family protein	Function Unknown
sps_RS11575	-1.73965	0.00548	0.35655	0.99000	-1.38310	0.02910	cytochrome b	Energy production and conversion
sps_RS11580	0.58128	0.67471	-0.72577	0.99000	-0.14448	0.93197	tRNA-Phe	NA
sps_RS11585	-0.90490	0.92457	1.47200	0.99000	0.56710	0.95637	tRNA-Thr	NA
sps_RS11590	1.57802	0.02984	-0.78736	0.77281	0.79066	0.33527	tRNA-Phe	NA
sps_RS11595	1.13766	0.28180	-0.00583	0.99000	1.13183	0.29201	tRNA-Thr	NA
sps_RS11600	0.52396	0.37284	0.11292	0.98934	0.63689	0.26662	glucose/galactose MFS transporter	Inorganic ion transport and metabolism
sps_RS11605	0.24034	0.55546	0.19142	0.96631	0.43176	0.24754	DUF5009 domain-containing protein	Function Unknown
sps_RS11610	1.11271	0.01063	0.35060	0.90691	1.46331	0.00049	N-acetylglucosamine-6-phosphate deacetylase	Carbohydrate metabolism and transport
sps_RS11615	0.84173	0.07614	0.78072	0.40190	1.62245	0.00017	ATPase	Carbohydrate metabolism and transport
sps_RS11620	1.24203	0.00388	0.54058	0.69449	1.78261	0.00001	beta-N-acetylhexosaminidase	Carbohydrate metabolism and transport
sps_RS11630	-1.15169	0.01961	-0.06961	0.99000	-1.22130	0.01441	sulfite exporter TauE/SafE family protein	Function Unknown
sps_RS11635	-1.17610	0.22498	0.07427	0.99271	-1.10183	0.26512	tryptophan 7-halogenase	Function Unknown
sps_RS11640	-0.76169	0.51452	0.12002	0.99271	-0.64167	0.60191	tryptophan 7-halogenase	Function Unknown
sps_RS11645	-1.17246	0.48331	0.42610	0.98934	-0.74636	0.68615	multidrug transporter	Function Unknown
sps_RS10800	1.60000	0.00008	0.64876	0.52363	2.24876	0.00000	TonB-dependent receptor	Inorganic ion transport and metabolism
sps_RS11655	-0.24623	0.69533	0.26788	0.96631	0.02165	0.97701	LacI family DNA-binding transcriptional regulator	Transcription
sps_RS11660	-0.19064	0.80360	-0.07203	0.99271	-0.26267	0.73738	transcriptional regulator	Amino Acid metabolis and transport
sps_RS11665	-1.46941	0.04835	0.50391	0.94279	-0.96549	0.22110	prepilin-type N-terminal cleavage/methylation domain-containing protein	Intracellular trafficking and secretion
sps_RS11670	1.36144	0.00335	-0.87877	0.32545	0.48267	0.38250	prepilin-type N-terminal cleavage/methylation domain-containing protein	Intracellular trafficking and secretion
sps_RS11675	-0.63563	0.65801	0.56359	0.97101	-0.07204	0.96714	hypothetical protein	NA
sps_RS11680	0.49976	0.43313	-0.42394	0.92053	0.07582	0.92823	prepilin-type N-terminal cleavage/methylation domain-containing protein	Intracellular trafficking and secretion
sps_RS11685	0.28055	0.43004	0.71419	0.12004	0.99474	0.00066	rRNA (guanine-N1)-methyltransferase	Cell motility
sps_RS11690	-0.13853	0.90019	0.41047	0.97101	0.27195	0.80698	pilus assembly protein PilX	Intracellular trafficking and secretion
sps_RS11695	0.33555	0.54534	0.41139	0.87062	0.74693	0.12412	prepilin-type N-terminal cleavage/methylation domain-containing protein	Intracellular trafficking and secretion
sps_RS11700	0.48609	0.45473	0.12106	0.98934	0.60715	0.34055	type IV pilus modification protein PilV	Intracellular trafficking and secretion
sps_RS11705	1.09521	0.00686	-0.14361	0.98934	0.95159	0.02120	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	Lipid metabolism
sps_RS11710	1.28773	0.00211	-0.41529	0.82904	0.87245	0.04934	peptidylprolyl isomerase	Post-translational modification, protein turnover, chaperone functions
sps_RS11715	0.11114	0.92362	0.41762	0.97101	0.52877	0.62015	lipoprotein signal peptidase	Cell wall/membrane/envelop biogenesis
sps_RS11720	1.02311	0.01422	0.15730	0.98740	1.18041	0.00394	isoleucine--tRNA ligase	Translation
sps_RS11725	0.25192	0.65603	-0.16403	0.98934	0.08789	0.89404	bifunctional riboflavin kinase/FAD synthetase	Coenzyme metabolism
sps_RS11730	-0.55311	0.04458	0.20012	0.92888	-0.35299	0.23536	murein biosynthesis integral membrane protein MurJ	Function Unknown
sps_RS11735	0.96716	0.16161	0.81430	0.67528	1.78146	0.00475	30S ribosomal protein S20	Translation
sps_RS11740	0.36377	0.74133	-1.77704	0.27831	-1.41327	0.15056	ArsR family transcriptional regulator	Transcription
sps_RS11745	0.50646	0.36704	0.14661	0.98934	0.65307	0.22551	peptidase M28 family protein	Function Unknown
sps_RS11750	-0.90996	0.52737	0.72602	0.95920	-0.18394	0.91708	hypothetical protein	NA
sps_RS11755	0.46664	0.37034	0.33550	0.92785	0.80214	0.09096	peroxide stress protein YaaA	Function Unknown
sps_RS11760	0.69871	0.03587	0.38075	0.73363	1.07946	0.00058	alanine:cation symporter family protein	Amino Acid metabolis and transport
sps_RS11765	1.08689	0.00309	-0.47481	0.68184	0.61208	0.12582	phosphoketolase family protein	Carbohydrate metabolism and transport
sps_RS11650	1.92079	0.00040	0.38774	0.94155	2.30853	0.00001	TonB-dependent receptor	Inorganic ion transport and metabolism
sps_RS11775	1.31874	0.01752	0.33363	0.95875	1.65237	0.00213	transaldolase	Carbohydrate metabolism and transport
sps_RS11780	1.56899	0.00352	0.16966	0.98934	1.73865	0.00104	glucose-6-phosphate isomerase	Carbohydrate metabolism and transport
sps_RS11785	0.70130	0.28514	0.69776	0.71083	1.39907	0.01645	DUF3545 domain-containing protein	Function Unknown
sps_RS11790	1.44807	0.18823	-0.84122	0.89266	0.60685	0.63736	hemerythrin	Function Unknown
sps_RS11795	-1.56599	0.00481	-0.37918	0.95345	-1.94517	0.00044	response regulator	Signal Transduction
sps_RS11800	-2.09714	0.00003	-0.40116	0.94155	-2.49831	0.00000	PAS domain-containing protein	Signal Transduction
sps_RS11805	-0.81721	0.01956	-0.47238	0.65902	-1.28959	0.00013	deoxyribonuclease IV	Replication and repair
sps_RS11810	-0.24038	0.80374	0.21300	0.98934	-0.02738	0.98114	hypothetical protein	NA
sps_RS11815	1.37821	0.02127	-0.47189	0.90971	0.90633	0.15694	threonine synthase	Amino Acid metabolis and transport
sps_RS11820	1.10456	0.00326	-0.05254	0.99271	1.05202	0.00555	homoserine kinase	Amino Acid metabolis and transport
sps_RS11825	0.97660	0.08172	-0.37183	0.94052	0.60476	0.32118	bifunctional aspartate kinase/homoserine dehydrogenase I	Amino Acid metabolis and transport
sps_RS11830	0.30430	0.45022	-1.17024	0.00541	-0.86594	0.01425	peptidylprolyl isomerase	Post-translational modification, protein turnover, chaperone functions
sps_RS11835	0.65344	0.27384	-1.37126	0.08095	-0.71782	0.24250	hypothetical protein	Function Unknown
sps_RS11840	0.72414	0.22417	-1.68870	0.02134	-0.96456	0.11358	trp operon repressor	Transcription
sps_RS11845	1.19895	0.01218	-0.11055	0.98934	1.08840	0.02469	cytochrome C	Energy production and conversion
sps_RS11850	-0.55217	0.32625	0.20713	0.98433	-0.34504	0.57646	cytochrome B	Energy production and conversion
sps_RS11855	2.24611	0.00013	-1.13091	0.33496	1.11520	0.08342	ribosome-associated translation inhibitor RaiA	Translation
sps_RS11860	1.10817	0.00002	-0.01317	0.99271	1.09499	0.00002	prephenate dehydratase	Amino Acid metabolis and transport
sps_RS11865	-0.23677	0.67422	-0.67116	0.55666	-0.90793	0.05114	hypothetical protein	Function Unknown
sps_RS11870	-1.77990	0.27247	-0.09110	0.99000	-1.87100	0.26055	IS256 family transposase	Replication and repair
sps_RS11875	0.28968	0.64225	-1.48527	0.02500	-1.19559	0.02018	hybrid-cluster NAD(P)-dependent oxidoreductase	Energy production and conversion
sps_RS11880	0.08702	0.84603	-0.56161	0.47470	-0.47459	0.20879	hydroxylamine reductase	Energy production and conversion
sps_RS11885	0.33786	0.57305	-0.75546	0.51661	-0.41760	0.47537	bifunctional chorismate mutase/prephenate dehydrogenase	Amino Acid metabolis and transport
sps_RS11890	0.62079	0.37609	-1.66598	0.04164	-1.04519	0.10631	3-deoxy-7-phosphoheptulonate synthase	Amino Acid metabolis and transport
sps_RS11895	-1.58399	0.22058	0.90669	0.99000	-0.67730	0.63945	hypothetical protein	NA
sps_RS11900	2.88008	0.00000	-1.07861	0.47710	1.80147	0.00617	50S ribosomal protein L19	Translation
sps_RS17560	3.04099	0.00000	-0.28451	0.96824	2.75648	0.00000	TonB-dependent receptor	Inorganic ion transport and metabolism
sps_RS09055	2.13759	0.00000	0.39961	0.89266	2.53720	0.00000	MotA/TolQ/ExbB proton channel family protein	Intracellular trafficking and secretion
sps_RS17775	2.51471	0.00001	-0.38162	0.95726	2.13309	0.00025	protein translocase subunit SecF	Intracellular trafficking and secretion
sps_RS11920	0.42859	0.52542	0.49218	0.87897	0.92077	0.12380	signal recognition particle protein	Intracellular trafficking and secretion
sps_RS11925	0.77625	0.02782	-0.29933	0.88247	0.47692	0.21311	cytochrome C assembly protein	Post-translational modification, protein turnover, chaperone functions
sps_RS11930	-0.08363	0.90678	-0.45030	0.88247	-0.53394	0.37614	DUF21 domain-containing protein	Inorganic ion transport and metabolism
sps_RS11935	-0.35627	0.31263	-0.33820	0.79555	-0.69448	0.03319	DUF962 domain-containing protein	Function Unknown
sps_RS11940	-0.78561	0.38495	0.27231	0.98934	-0.51330	0.60309	hypothetical protein	NA
