Gene	log2FoldChange (<0 higher in 4, >0 higher in 15)	Padj 4 v 15	log2FoldChange (<0 higher in 15, >0 higher in 20)	Padj 15 v 20	log2FoldChange (<0 higher in 4, >0 higher in 20)	Padj 4 v 20	Gene Name	Pathway
sps_RS12175	-0.90453	0.23395	-0.19679	0.83815	-1.10131	0.09058	hypothetical protein	NA
sps_RS12180	-1.63923	0.26771	-0.66901	0.71568	-2.30825	0.06641	hypothetical protein	NA
sps_RS12185	-0.60066	0.83493	-0.91852	0.72266	-1.51918	0.43659	type III secretion protein	NA
sps_RS12190	-0.35012	0.50800	0.73314	0.09374	0.38302	0.34403	hypothetical protein	NA
sps_RS12195	-0.15309	0.79779	0.41140	0.38701	0.25831	0.52972	hypothetical protein	NA
sps_RS12200	-1.39475	0.47111	1.04096	0.61009	-0.35379	0.81630	hypothetical protein	NA
sps_RS12205	-0.32023	0.69838	0.67021	0.32467	0.34998	0.56154	type III secretion system ATPase	Cell motility
sps_RS12210	-0.31848	0.62311	-0.12872	0.84946	-0.44720	0.35114	secretin	Intracellular trafficking and secretion
sps_RS12215	-0.79532	0.73989	-1.89398	0.45940	-2.68929	0.17983	hypothetical protein	NA
sps_RS12220	-0.37773	0.81385	-0.51596	0.72438	-0.89369	0.41026	type III secretion system apparatus protein VscT2	NA
sps_RS12225	-0.58789	0.63188	-0.01224	0.99594	-0.60014	0.51885	EscR/YscR/HrcR family type III secretion system export apparatus protein	Cell motility
sps_RS12230	-0.94885	0.49601	0.49210	0.74554	-0.45676	0.68928	hypothetical protein	NA
sps_RS12235	0.96233	0.36507	-1.53826	0.10470	-0.57594	0.53180	transcriptional regulator	Transcription
sps_RS12240	-0.41473	0.81506	-0.03438	0.98541	-0.44911	0.72681	type III secretion protein	NA
sps_RS12245	-0.66870	0.62147	-0.72013	0.56339	-1.38883	0.15212	hypothetical protein	NA
sps_RS12250	-0.57036	0.70112	-0.45147	0.75569	-1.02184	0.33787	hypothetical protein	NA
sps_RS12255	-0.52639	0.66910	-0.28149	0.82303	-0.80788	0.36729	hypothetical protein	NA
sps_RS12260	-0.50476	0.40005	-0.94685	0.08042	-1.45161	0.00123	flagellar motor protein MotB	NA
sps_RS12265	-1.40801	0.23775	-0.54067	0.71307	-1.94868	0.05362	type III secretion protein	Cell motility
sps_RS12270	-0.56944	0.48891	-0.15839	0.86330	-0.72783	0.25752	type III secretion protein	Intracellular trafficking and secretion
sps_RS12275	-0.59631	0.61036	-1.08822	0.32295	-1.68453	0.05232	hypothetical protein	NA
sps_RS12280	-0.13830	0.85190	0.02553	0.97435	-0.11277	0.83923	hypothetical protein	Function Unknown
sps_RS12285	0.19251	0.95147	-1.80850	0.43519	-1.61599	0.40739	hypothetical protein	NA
sps_RS12290	-0.57916	0.72345	-0.52274	0.74176	-1.10190	0.34403	hypothetical protein	NA
sps_RS12295	-0.66309	0.62972	-1.27213	0.32646	-1.93522	0.06045	hypothetical protein	NA
sps_RS12300	-0.49718	0.44271	0.47246	0.46011	-0.02472	0.96567	hypothetical protein	NA
sps_RS12305	-0.90307	0.07794	-0.22942	0.73932	-1.13249	0.01323	type III secretion system protein	NA
sps_RS12310	-0.65576	0.09627	0.34853	0.44593	-0.30724	0.42044	VspD	NA
sps_RS12320	-0.75341	0.53902	-0.62263	0.60812	-1.37605	0.13201	hypothetical protein	NA
sps_RS12325	0.76000	0.67714	-0.62146	0.72687	0.13854	0.92669	regulator	NA
sps_RS12330	0.34427	0.60403	1.03741	0.03320	1.38168	0.00095	regulator	NA
sps_RS12335	-1.64984	0.51176	1.01831	0.70069	-0.63153	0.75901	type III secretion protein	NA
sps_RS12340	-1.20009	0.52918	0.20654	0.92549	-0.99355	0.50804	EscI/YscI/HrpB family type III secretion system inner rod protein	NA
sps_RS12345	0.22146	0.87596	1.90317	0.04075	2.12464	0.00916	MFS transporter	Amino Acid metabolis and transport
sps_RS12350	-0.74502	0.47959	1.78786	0.03606	1.04284	0.18647	serine protease	Function Unknown
sps_RS12355	0.21412	0.83560	1.11674	0.12569	1.33085	0.03352	PKD domain-containing protein	Function Unknown
sps_RS12360	-0.30090	0.67134	-0.08173	0.91135	-0.38263	0.46915	tyrosine--tRNA ligase	Translation
sps_RS12365	0.85326	0.00246	-0.24155	0.51465	0.61171	0.03008	peptidase M23	Cell wall/membrane/envelop biogenesis
sps_RS12370	1.34700	0.00489	0.46544	0.44593	1.81244	0.00004	anhydro-N-acetylmuramic acid kinase	Post-translational modification, protein turnover, chaperone functions
sps_RS12375	-0.10385	0.94504	-0.16753	0.89512	-0.27138	0.77685	transcriptional regulator	Transcription
sps_RS12380	-0.39162	0.34163	0.61530	0.09793	0.22368	0.52753	TonB-dependent receptor	Inorganic ion transport and metabolism
sps_RS12385	-0.39657	0.51805	-0.35927	0.55486	-0.75585	0.09990	S9 family peptidase	Amino Acid metabolis and transport
sps_RS12390	-0.02858	0.98020	1.12131	0.13848	1.09273	0.10445	aquaporin Z	Cell wall/membrane/envelop biogenesis
sps_RS12395	0.16015	0.77825	-0.21469	0.68205	-0.05453	0.90257	DUF2750 domain-containing protein	Function Unknown
sps_RS12400	-0.09149	0.91631	-0.17735	0.80760	-0.26884	0.62653	hypothetical protein	NA
sps_RS12405	-0.50038	0.32712	-0.21560	0.71362	-0.71598	0.08398	iron-sulfur cluster insertion protein ErpA	Energy production and conversion
sps_RS12410	0.15808	0.89568	-0.64397	0.48420	-0.48589	0.53641	hypothetical protein	Function Unknown
sps_RS12415	0.00819	0.98544	0.99445	0.00073	1.00264	0.00020	chloride channel protein	Inorganic ion transport and metabolism
sps_RS12420	-0.48240	0.67054	0.24569	0.83120	-0.23671	0.79207	hypothetical protein	Function Unknown
sps_RS12425	-0.49783	0.51598	0.98244	0.12233	0.48461	0.39712	TerC family protein	Inorganic ion transport and metabolism
sps_RS12430	-0.86350	0.15121	1.12238	0.05655	0.25889	0.65420	DedA family protein	Function Unknown
sps_RS12435	-1.76866	0.13129	1.86430	0.11780	0.09564	0.92668	cytochrome C	Energy production and conversion
sps_RS12440	-1.08720	0.01668	0.18568	0.78311	-0.90152	0.03625	molybdopterin containing oxidoreductase	Function Unknown
sps_RS12445	-0.84010	0.43738	-0.10078	0.93906	-0.94087	0.28183	cytochrome C	Energy production and conversion
sps_RS12450	-1.13355	0.04386	0.10979	0.89804	-1.02376	0.04925	cytochrome C	Energy production and conversion
sps_RS12460	0.00956	0.99171	-0.92372	0.09374	-0.91416	0.06138	glutamate-1-semialdehyde-2,1-aminomutase	Coenzyme metabolism
sps_RS12465	0.28524	0.83560	-0.89200	0.41304	-0.60676	0.52507	hypothetical protein	NA
sps_RS12470	-0.78188	0.07857	-0.34029	0.53429	-1.12217	0.00425	sodium:proton antiporter	Inorganic ion transport and metabolism
sps_RS12475	-0.18325	0.72549	0.27873	0.53976	0.09548	0.81446	general secretion pathway protein GspB	Intracellular trafficking and secretion
sps_RS12480	-0.16314	0.78872	0.10920	0.85191	-0.05394	0.90862	DUF2075 domain-containing protein	Intracellular trafficking and secretion
sps_RS12485	0.52564	0.36559	0.31655	0.61005	0.84219	0.06605	multifunctional CCA addition/repair protein	Translation
sps_RS12490	0.46057	0.54324	-0.36118	0.62382	0.09939	0.87728	hypothetical protein	Cell wall/membrane/envelop biogenesis
sps_RS12495	0.48595	0.45408	-0.84040	0.13035	-0.35445	0.50804	LysM peptidoglycan-binding domain-containing protein	Function Unknown
sps_RS12500	0.28000	0.61251	0.39216	0.41212	0.67216	0.07810	SAM-dependent methyltransferase	Secondary Structure
sps_RS12505	0.07752	0.91331	0.45295	0.36466	0.53047	0.20753	undecaprenyl-diphosphate phosphatase	Function Unknown
sps_RS12510	0.19109	0.85190	-1.12894	0.12779	-0.93785	0.16362	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	Coenzyme metabolism
sps_RS12515	-0.17491	0.83560	-0.54582	0.42555	-0.72073	0.19536	dihydroneopterin aldolase	Coenzyme metabolism
sps_RS12520	-0.15248	0.89568	1.54339	0.03781	1.39091	0.03785	glycerol-3-phosphate 1-O-acyltransferase PlsY	Function Unknown
sps_RS12525	0.50809	0.42902	0.56935	0.33993	1.07744	0.02433	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	Post-translational modification, protein turnover, chaperone functions
sps_RS12530	0.88801	0.24958	-0.09575	0.92439	0.79226	0.24235	30S ribosomal protein S21	Translation
sps_RS12535	0.84160	0.37277	-0.54779	0.58087	0.29381	0.73282	GatB/YqeY domain-containing protein	Function Unknown
sps_RS12540	1.54586	0.00000	-0.69251	0.05622	0.85335	0.00689	DNA primase	Replication and repair
sps_RS12545	1.08367	0.07397	-0.57924	0.40538	0.50443	0.39712	RNA polymerase sigma factor RpoD	Transcription
sps_RS12550	-0.65248	0.61584	0.04367	0.97822	-0.60881	0.53445	tRNA-Met	NA
sps_RS12555	-0.16149	0.82849	0.73531	0.17190	0.57382	0.23486	FAD-binding oxidoreductase	Energy production and conversion
sps_RS12560	0.62742	0.46092	1.03491	0.15259	1.66232	0.00616	putrescine ABC transporter permease PotI	Inorganic ion transport and metabolism
sps_RS12565	-0.10535	0.93535	0.20403	0.84959	0.09868	0.90881	putrescine ABC transporter permease PotH	Inorganic ion transport and metabolism
sps_RS12570	0.18065	0.83349	0.96332	0.10911	1.14398	0.02775	polyamine ABC transporter ATP-binding protein	Amino Acid metabolis and transport
sps_RS12575	0.11482	0.92448	0.31978	0.74044	0.43459	0.55573	polyamine ABC transporter substrate-binding protein	Amino Acid metabolis and transport
sps_RS12580	0.65664	0.23746	0.35110	0.57078	1.00774	0.02800	glutamine synthetase	Amino Acid metabolis and transport
sps_RS12585	0.34471	0.70215	1.08205	0.11304	1.42676	0.01496	gamma-glutamyl-gamma-aminobutyrate hydrolase	Amino Acid metabolis and transport
sps_RS12590	-0.03270	0.95951	-0.19271	0.70354	-0.22540	0.56216	cupin domain-containing protein	Transcription
sps_RS12595	1.23542	0.01215	0.54906	0.35358	1.78447	0.00006	FAD-binding oxidoreductase	Energy production and conversion
sps_RS12600	-0.93898	0.56657	-1.08161	0.47142	-2.02058	0.08594	YkgJ family cysteine cluster protein	Function Unknown
sps_RS12605	1.16067	0.03009	0.46000	0.48342	1.62068	0.00071	aldehyde dehydrogenase	Energy production and conversion
sps_RS12610	0.11096	0.92448	0.82698	0.28799	0.93793	0.15940	aspartate aminotransferase family protein	Amino Acid metabolis and transport
sps_RS12615	0.08040	0.93521	1.17219	0.05231	1.25258	0.01814	methylmalonate-semialdehyde dehydrogenase (CoA acylating)	Energy production and conversion
sps_RS12620	-0.41892	0.64836	0.76500	0.31896	0.34608	0.61637	cupin domain-containing protein	Function Unknown
sps_RS12625	-0.10778	0.92474	0.10640	0.91211	-0.00138	0.99859	hypothetical protein	Function Unknown
sps_RS12630	-0.79171	0.42768	0.50362	0.64032	-0.28809	0.73517	hypothetical protein	NA
sps_RS12635	0.03680	0.96958	-1.23874	0.02690	-1.20194	0.01737	DUF3634 domain-containing protein	NA
sps_RS12640	1.26751	0.21619	1.09010	0.26680	2.35761	0.00355	hypothetical protein	NA
sps_RS12645	-0.23467	0.72992	0.61361	0.25320	0.37894	0.42671	DUF368 domain-containing protein	Function Unknown
sps_RS12650	0.65417	0.24594	0.14648	0.83369	0.80065	0.09358	DUF4442 domain-containing protein	Function Unknown
sps_RS12655	-0.21092	0.83349	0.92311	0.20599	0.71219	0.27021	MarR family transcriptional regulator	Transcription
sps_RS12660	-1.78330	0.00085	0.51735	0.48625	-1.26595	0.01426	hypothetical protein	Function Unknown
sps_RS12665	-0.17352	0.81468	0.16095	0.81723	-0.01257	0.98219	hypothetical protein	Function Unknown
sps_RS12670	0.17799	0.85190	0.64577	0.37942	0.82376	0.17717	DUF1294 domain-containing protein	Transcription
sps_RS12675	0.59809	0.10385	0.25173	0.56575	0.84983	0.00777	cell surface protein	Function Unknown
sps_RS12680	-0.32401	0.66047	-0.12381	0.87060	-0.44782	0.40710	FKBP-type peptidyl-prolyl cis-trans isomerase	Post-translational modification, protein turnover, chaperone functions
sps_RS12685	0.75509	0.18779	0.01336	0.98773	0.76845	0.12960	chitinase	Carbohydrate metabolism and transport
sps_RS12690	0.75085	0.05034	-0.01666	0.97784	0.73419	0.03785	glycoside hydrolase	Carbohydrate metabolism and transport
sps_RS12695	-0.47658	0.39429	0.30140	0.61377	-0.17518	0.72648	aminopeptidase P family protein	Amino Acid metabolis and transport
sps_RS12700	0.09739	0.82728	-0.45948	0.16442	-0.36209	0.22095	hypothetical protein	Function Unknown
sps_RS12705	-0.46542	0.51097	0.56221	0.38304	0.09680	0.87202	MFS transporter	Carbohydrate metabolism and transport
sps_RS12710	0.03405	0.96771	0.55431	0.32467	0.58837	0.22101	aminopeptidase P family protein	Amino Acid metabolis and transport
sps_RS12715	0.02612	0.96212	0.32283	0.38040	0.34895	0.24979	XRE family transcriptional regulator	Transcription
sps_RS12720	0.57867	0.32487	1.04722	0.04111	1.62589	0.00019	hypothetical protein	Secondary Structure
sps_RS12725	-0.21023	0.83560	0.31481	0.73146	0.10458	0.88971	diguanylate phosphodiesterase	Signal Transduction
sps_RS12730	-0.41891	0.53397	0.10217	0.89051	-0.31674	0.55531	RNA helicase	Replication and repair
sps_RS12735	0.42470	0.32487	0.04575	0.93288	0.47045	0.19199	DUF2913 domain-containing protein	Function Unknown
sps_RS21780	-0.02691	0.98071	2.53648	0.00003	2.50957	0.00001	tripartite tricarboxylate transporter substrate binding protein	Function Unknown
sps_RS12745	0.24541	0.64501	1.66044	0.00000	1.90585	0.00000	DUF1449 domain-containing protein	Function Unknown
sps_RS12750	0.24399	0.72533	0.22831	0.72924	0.47230	0.33527	carboxypeptidase M32	Amino Acid metabolis and transport
sps_RS12755	0.43132	0.47000	0.17651	0.78688	0.60782	0.18889	N-acetyltransferase	Function Unknown
sps_RS12760	0.47292	0.55627	0.38603	0.61560	0.85895	0.14030	DUF2960 domain-containing protein	Function Unknown
sps_RS12765	0.72301	0.24846	0.74458	0.22723	1.46759	0.00315	RDD family protein	Function Unknown
sps_RS12770	-0.10816	0.87216	1.32521	0.00132	1.21705	0.00115	hypothetical protein	Inorganic ion transport and metabolism
sps_RS12775	0.22067	0.81468	0.05883	0.94806	0.27950	0.67639	ammonia-forming cytochrome c nitrite reductase	Energy production and conversion
sps_RS12780	1.59685	0.00009	-0.51755	0.32015	1.07930	0.00985	nitrate/nitrite two-component system sensor histidine kinase NarQ	Signal Transduction
sps_RS12785	0.86081	0.03934	-0.65647	0.14781	0.20434	0.65074	DNA-binding response regulator	Signal Transduction
sps_RS12790	0.97977	0.28932	-1.04102	0.25771	-0.06125	0.94685	IS4 family transposase	Replication and repair
sps_RS12795	-0.16586	0.90849	0.41114	0.73062	0.24528	0.79809	hypothetical protein	Function Unknown
sps_RS12800	-1.06987	0.07669	-0.74001	0.26531	-1.80988	0.00049	peptidylprolyl isomerase	Post-translational modification, protein turnover, chaperone functions
sps_RS12805	-1.02183	0.00386	0.04578	0.93499	-0.97605	0.00419	hypothetical protein	Function Unknown
sps_RS12810	-0.59520	0.22861	0.43530	0.41637	-0.15990	0.73517	hypothetical protein	Function Unknown
sps_RS12815	0.14382	0.78872	-0.10423	0.83835	0.03958	0.92470	peptide deformylase	Translation
sps_RS12820	0.40482	0.51176	0.82899	0.10135	1.23381	0.00385	hypothetical protein	Function Unknown
sps_RS12825	-0.07639	0.91631	-0.54883	0.26071	-0.62522	0.13682	penicillin-binding protein activator LpoB	Function Unknown
sps_RS12830	0.43660	0.31652	0.27124	0.55844	0.70784	0.04023	aminopeptidase N	Amino Acid metabolis and transport
sps_RS12835	-1.05184	0.07720	-0.24465	0.77066	-1.29649	0.01553	hypothetical protein	Function Unknown
sps_RS12840	-0.64226	0.29667	-1.37375	0.01018	-2.01601	0.00001	hypoxanthine phosphoribosyltransferase	Function Unknown
sps_RS12845	-0.04555	0.96212	0.14945	0.84583	0.10390	0.86357	alkaline phosphatase	Inorganic ion transport and metabolism
sps_RS12850	0.34271	0.56799	-1.45630	0.00097	-1.11359	0.00790	CBS domain-containing protein	Function Unknown
sps_RS21845	0.89572	0.08794	1.23719	0.01418	2.13291	0.00000	hypothetical protein	Function Unknown
sps_RS22115	0.16514	0.88905	2.25231	0.00130	2.41744	0.00014	hypothetical protein	Function Unknown
sps_RS12865	-1.29329	0.02806	0.89950	0.17464	-0.39379	0.50804	LysR family transcriptional regulator	Transcription
sps_RS12870	-0.48010	0.55160	1.34518	0.03047	0.86509	0.13911	peptidylprolyl isomerase	Post-translational modification, protein turnover, chaperone functions
sps_RS12875	-0.46774	0.50334	1.05529	0.06405	0.58755	0.27040	DUF808 domain-containing protein	Function Unknown
sps_RS12880	-0.35682	0.68422	0.17963	0.83770	-0.17719	0.79809	ribose-5-phosphate isomerase RpiA	Carbohydrate metabolism and transport
sps_RS12885	-0.58498	0.80853	-1.51618	0.45940	-2.10116	0.20172	ester cyclase	Function Unknown
sps_RS12900	0.86857	0.39617	-0.04342	0.97374	0.82515	0.33267	IS4 family transposase	Replication and repair
sps_RS12905	-0.08417	0.92093	0.31928	0.61723	0.23511	0.65832	single-stranded-DNA-specific exonuclease RecJ	Replication and repair
sps_RS12910	0.01736	0.98030	0.12001	0.84209	0.13737	0.77175	bifunctional protein-disulfide isomerase/oxidoreductase DsbC	Post-translational modification, protein turnover, chaperone functions
sps_RS12915	0.69472	0.30918	1.23289	0.03858	1.92761	0.00014	hypothetical protein	NA
sps_RS12920	0.19788	0.80864	0.47521	0.46954	0.67309	0.20534	site-specific tyrosine recombinase XerD	Replication and repair
sps_RS12925	0.78630	0.01705	0.07031	0.88521	0.85661	0.00542	branched-chain amino acid transport system II carrier protein	Amino Acid metabolis and transport
sps_RS12930	0.10487	0.89104	0.54518	0.32286	0.65004	0.15929	methyltransferase domain-containing protein	Translation
sps_RS12935	1.04050	0.18595	0.73891	0.37808	1.77942	0.00635	ATP-dependent RNA helicase SrmB	Replication and repair
sps_RS12940	0.36754	0.60184	1.53272	0.00172	1.90026	0.00001	efflux RND transporter periplasmic adaptor subunit	Function Unknown
sps_RS12945	0.91769	0.01938	0.51663	0.25289	1.43432	0.00004	AcrB/AcrD/AcrF family protein	Function Unknown
sps_RS12950	1.21132	0.00223	-0.85078	0.05742	0.36053	0.40853	radical SAM protein	Function Unknown
sps_RS12955	0.88342	0.00160	0.03576	0.93526	0.91917	0.00062	PAS domain-containing protein	Function Unknown
sps_RS12960	-0.17604	0.72632	-0.39023	0.34021	-0.56627	0.09432	hypothetical protein	Function Unknown
sps_RS12965	0.15321	0.93940	-1.76156	0.17572	-1.60835	0.16683	hypothetical protein	NA
sps_RS12970	0.15533	0.91622	-1.87569	0.03893	-1.72036	0.03550	helix-turn-helix domain-containing protein	Transcription
sps_RS12975	0.09368	0.93633	-1.08702	0.15062	-0.99334	0.14426	DUF481 domain-containing protein	Cell wall/membrane/envelop biogenesis
sps_RS12980	-1.04882	0.00836	-0.61498	0.17953	-1.66380	0.00000	fructose-bisphosphate aldolase class II	Carbohydrate metabolism and transport
sps_RS12985	-0.18136	0.82159	-1.00185	0.07911	-1.18321	0.01680	phosphoglycerate kinase	Carbohydrate metabolism and transport
sps_RS12990	0.01320	0.98371	-0.31794	0.53993	-0.30474	0.48211	erythrose-4-phosphate dehydrogenase	Carbohydrate metabolism and transport
sps_RS12995	-0.30337	0.66848	-0.68660	0.22758	-0.98997	0.03673	transketolase	Carbohydrate metabolism and transport
sps_RS13000	-0.36818	0.68539	-1.12087	0.10672	-1.48905	0.01255	methionine adenosyltransferase	Coenzyme metabolism
sps_RS13005	0.62381	0.26359	-1.40951	0.00363	-0.78570	0.09896	glucosaminidase	Function Unknown
sps_RS13010	0.32373	0.67468	-0.37232	0.60220	-0.04859	0.93852	hypothetical protein	NA
sps_RS13015	-0.14507	0.89650	-0.83947	0.29567	-0.98455	0.14993	GNAT family N-acetyltransferase	Function Unknown
sps_RS13020	-0.08965	0.89509	0.25613	0.64227	0.16647	0.71281	GGDEF domain-containing protein	Signal Transduction
sps_RS13025	0.61388	0.48605	-0.37421	0.68352	0.23967	0.75216	GGDEF domain-containing protein	Signal Transduction
sps_RS13030	0.20620	0.91680	1.21938	0.36550	1.42558	0.20828	hypothetical protein	NA
sps_RS13035	0.79860	0.18248	-0.60572	0.33836	0.19288	0.74845	META domain-containing protein	Post-translational modification, protein turnover, chaperone functions
sps_RS13040	-0.89595	0.42240	0.35830	0.78283	-0.53765	0.56154	hypothetical protein	NA
sps_RS13045	-0.38666	0.65095	0.13378	0.88059	-0.25287	0.70265	N-acetyltransferase	Function Unknown
sps_RS13050	0.68420	0.04373	-1.49180	0.00000	-0.80760	0.00955	L-serine ammonia-lyase	Amino Acid metabolis and transport
sps_RS13055	1.64333	0.00639	-2.35682	0.00006	-0.71349	0.26184	HAAAP family serine/threonine permease	Amino Acid metabolis and transport
sps_RS13060	0.62506	0.26001	0.85640	0.09705	1.48146	0.00056	non-canonical purine NTP phosphatase	Function Unknown
sps_RS13065	-0.92811	0.04121	0.97240	0.03872	0.04428	0.93014	GNAT family N-acetyltransferase	Transcription
sps_RS13070	-0.41112	0.47022	-0.04313	0.94772	-0.45424	0.31514	NADP(H)-dependent aldo-keto reductase	Energy production and conversion
sps_RS13075	-0.59000	0.42401	0.21788	0.79351	-0.37211	0.54983	class I SAM-dependent methyltransferase	Function Unknown
sps_RS13080	0.65890	0.36580	1.01591	0.11736	1.67481	0.00205	cysteine desulfurase	Amino Acid metabolis and transport
sps_RS13085	0.46275	0.51007	0.98835	0.08333	1.45110	0.00266	Fe-S metabolism protein SufE	Function Unknown
sps_RS13090	0.15769	0.82577	0.11113	0.86783	0.26882	0.59153	aminotransferase	Amino Acid metabolis and transport
sps_RS13095	-0.54525	0.32730	0.26164	0.67885	-0.28361	0.56479	SDR family NAD(P)-dependent oxidoreductase	Function Unknown
sps_RS13100	-0.02358	0.98030	0.47210	0.51298	0.44852	0.44925	alpha/beta hydrolase	Function Unknown
sps_RS13105	-1.60356	0.00019	-0.18662	0.78252	-1.79018	0.00002	LysR family transcriptional regulator	Transcription
sps_RS13110	0.04766	0.96606	0.21509	0.81102	0.26275	0.70216	NAD-dependent succinate-semialdehyde dehydrogenase	Energy production and conversion
sps_RS13115	0.51654	0.56147	0.23418	0.80003	0.75071	0.25592	HD domain-containing protein	Function Unknown
sps_RS13120	-0.84193	0.08185	0.38879	0.49814	-0.45314	0.33467	transporter	Function Unknown
sps_RS13125	-0.88535	0.03332	0.00331	0.99812	-0.88204	0.02228	TRAP transporter substrate-binding protein	Inorganic ion transport and metabolism
sps_RS13130	-0.40869	0.49430	0.38207	0.50423	-0.02662	0.96096	peptidase M19	Amino Acid metabolis and transport
sps_RS13135	0.18579	0.72807	-0.57557	0.16209	-0.38978	0.30254	hypothetical protein	Function Unknown
sps_RS13140	0.06076	0.95102	0.42329	0.55206	0.48404	0.40316	aspartate-alanine antiporter	Inorganic ion transport and metabolism
sps_RS13145	0.24884	0.65412	-1.22783	0.00156	-0.97898	0.00769	aspartate 4-decarboxylase	Amino Acid metabolis and transport
sps_RS13150	-0.13277	0.87174	0.64257	0.28783	0.50980	0.33887	ATP-binding protein	Function Unknown
sps_RS13155	-0.16693	0.90787	-1.05149	0.29304	-1.21842	0.15414	hypothetical protein	Function Unknown
sps_RS13160	0.12783	0.83972	-0.70355	0.12400	-0.57572	0.16620	PH domain-containing protein	Function Unknown
sps_RS13165	-0.20662	0.72537	-0.18377	0.74716	-0.39038	0.34868	PKD domain-containing protein	Amino Acid metabolis and transport
sps_RS13170	-1.24534	0.00001	-0.41417	0.26874	-1.65951	0.00000	PKD domain-containing protein	Amino Acid metabolis and transport
sps_RS13175	-0.26162	0.55464	-0.01418	0.97864	-0.27581	0.41454	U32 family peptidase	Post-translational modification, protein turnover, chaperone functions
sps_RS13180	0.00308	0.99842	-0.09351	0.92080	-0.09043	0.89927	cupin domain-containing protein	Function Unknown
sps_RS13185	-0.38961	0.57653	0.66161	0.26071	0.27200	0.62101	nitric oxide reductase transcriptional regulator NorR	Transcription
sps_RS13190	-1.10215	0.08768	0.79756	0.26555	-0.30459	0.63344	hypothetical protein	Function Unknown
sps_RS13195	-0.23415	0.78412	0.62733	0.35779	0.39318	0.51231	NnrS family protein	Inorganic ion transport and metabolism
sps_RS13200	-0.07796	0.89955	0.31677	0.49914	0.23881	0.54859	NO-inducible flavohemoprotein	Energy production and conversion
sps_RS13205	-0.48125	0.42633	0.09263	0.89790	-0.38861	0.43573	hypothetical protein	Function Unknown
sps_RS13210	-0.25696	0.67994	0.32183	0.57078	0.06487	0.89661	hypothetical protein	Function Unknown
sps_RS13215	-0.32716	0.47348	0.93960	0.00842	0.61244	0.06641	hypothetical protein	Function Unknown
sps_RS13220	-0.31202	0.51504	0.14663	0.77570	-0.16539	0.67704	DUF924 domain-containing protein	Function Unknown
sps_RS13225	-0.45835	0.52327	-0.16891	0.82998	-0.62726	0.25423	AraC family transcriptional regulator	Transcription
sps_RS13230	-0.80019	0.69604	-0.43410	0.83675	-1.23429	0.40878	hypothetical protein	NA
sps_RS13235	0.87274	0.01108	0.40353	0.32604	1.27628	0.00004	DUF3718 domain-containing protein	Function Unknown
sps_RS13240	-1.41354	0.00032	0.04991	0.94057	-1.36363	0.00032	type 3 dihydrofolate reductase	Coenzyme metabolism
sps_RS13245	-1.55832	0.00013	0.96669	0.04563	-0.59163	0.15611	hypothetical protein	Function Unknown
sps_RS13250	-0.16057	0.65732	0.10607	0.77109	-0.05450	0.85096	threonine/serine exporter	Function Unknown
sps_RS13255	0.26383	0.69572	-0.38365	0.51385	-0.11981	0.82405	Obg family GTPase CgtA	Function Unknown
sps_RS13260	-0.61333	0.60088	-1.37098	0.14437	-1.98431	0.01248	50S ribosomal protein L27	Translation
sps_RS13265	0.19969	0.84113	-0.90798	0.22005	-0.70829	0.28560	50S ribosomal protein L21	Translation
sps_RS13270	0.38877	0.37058	-0.15627	0.75253	0.23250	0.53708	octaprenyl diphosphate synthase	Coenzyme metabolism
sps_RS13275	-0.98096	0.11179	-0.60425	0.37725	-1.58521	0.00257	malate dehydrogenase	Energy production and conversion
sps_RS13280	0.97689	0.00383	-0.36229	0.39197	0.61461	0.07339	transcriptional regulator ArgR	Transcription
sps_RS13285	0.18245	0.83560	-0.04758	0.95586	0.13486	0.83863	cupin domain-containing protein	Function Unknown
sps_RS13290	-0.14760	0.77102	1.26907	0.00008	1.12147	0.00018	methyl-accepting chemotaxis protein	Cell motility
sps_RS13295	-1.53365	0.07959	0.09569	0.93904	-1.43796	0.07369	cold-shock protein	Transcription
sps_RS13300	-3.44491	0.07140	-0.52439	0.84378	-3.96930	0.02185	hypothetical protein	Function Unknown
sps_RS13305	-0.87228	0.03450	-0.03981	0.94785	-0.91210	0.01676	hypothetical protein	NA
sps_RS13310	-2.74339	0.02837	-1.25553	0.44213	-3.99892	0.00065	IS256 family transposase	Replication and repair
sps_RS13315	-0.94487	0.10776	-1.03118	0.09047	-1.97604	0.00006	EamA/RhaT family transporter	Amino Acid metabolis and transport
sps_RS13320	-0.73669	0.71204	-2.30460	0.29330	-3.04130	0.08756	hypothetical protein	NA
sps_RS13325	0.44674	0.48412	-1.58769	0.00135	-1.14095	0.01619	hypothetical protein	Function Unknown
sps_RS13330	-1.41333	0.00000	-0.60537	0.03064	-2.01870	0.00000	hypothetical protein	Function Unknown
sps_RS13335	0.19792	0.89833	-0.08135	0.95382	0.11657	0.91478	DUF3857 domain-containing protein	Amino Acid metabolis and transport
sps_RS13340	-0.17707	0.87174	-0.50836	0.57207	-0.68542	0.34091	ribosome recycling factor	Function Unknown
sps_RS13345	0.00388	0.99732	-0.31799	0.67485	-0.31411	0.59907	hypothetical protein	NA
